Datetime,Close
2023-08-07 09:30:00-04:00,252.61000061035156
2023-08-07 09:31:00-04:00,252.97000122070312
2023-08-07 09:32:00-04:00,250.5200958251953
2023-08-07 09:33:00-04:00,251.75
2023-08-07 09:34:00-04:00,251.89999389648438
2023-08-07 09:35:00-04:00,251.5
2023-08-07 09:36:00-04:00,252.49000549316406
2023-08-07 09:37:00-04:00,252.1999969482422
2023-08-07 09:38:00-04:00,251.25
2023-08-07 09:39:00-04:00,250.3300018310547
2023-08-07 09:40:00-04:00,250.17010498046875
2023-08-07 09:41:00-04:00,249.2122039794922
2023-08-07 09:42:00-04:00,249.15020751953125
2023-08-07 09:43:00-04:00,249.02000427246094
2023-08-07 09:44:00-04:00,248.10549926757812
2023-08-07 09:45:00-04:00,248.38330078125
2023-08-07 09:46:00-04:00,248.1199951171875
2023-08-07 09:47:00-04:00,247.42999267578125
2023-08-07 09:48:00-04:00,246.74000549316406
2023-08-07 09:49:00-04:00,246.64999389648438
2023-08-07 09:50:00-04:00,247.19000244140625
2023-08-07 09:51:00-04:00,247.2899932861328
2023-08-07 09:52:00-04:00,248.06500244140625
2023-08-07 09:53:00-04:00,248.2993927001953
2023-08-07 09:54:00-04:00,248.19009399414062
2023-08-07 09:55:00-04:00,248.57960510253906
2023-08-07 09:56:00-04:00,248.52999877929688
2023-08-07 09:57:00-04:00,247.74000549316406
2023-08-07 09:58:00-04:00,246.9600067138672
2023-08-07 09:59:00-04:00,246.02000427246094
2023-08-07 10:00:00-04:00,246.04989624023438
2023-08-07 10:01:00-04:00,246.0449981689453
2023-08-07 10:02:00-04:00,246.4149932861328
2023-08-07 10:03:00-04:00,246.45989990234375
2023-08-07 10:04:00-04:00,246.6199951171875
2023-08-07 10:05:00-04:00,246.25999450683594
2023-08-07 10:06:00-04:00,246.85000610351562
2023-08-07 10:07:00-04:00,247.44500732421875
2023-08-07 10:08:00-04:00,247.80050659179688
2023-08-07 10:09:00-04:00,247.96400451660156
2023-08-07 10:10:00-04:00,247.80999755859375
2023-08-07 10:11:00-04:00,247.6147003173828
2023-08-07 10:12:00-04:00,247.77000427246094
2023-08-07 10:13:00-04:00,247.64999389648438
2023-08-07 10:14:00-04:00,248.07000732421875
2023-08-07 10:15:00-04:00,248.03500366210938
2023-08-07 10:16:00-04:00,248.44000244140625
2023-08-07 10:17:00-04:00,248.5399932861328
2023-08-07 10:18:00-04:00,248.78379821777344
2023-08-07 10:19:00-04:00,249.41000366210938
2023-08-07 10:20:00-04:00,248.97999572753906
2023-08-07 10:21:00-04:00,249.1699981689453
2023-08-07 10:22:00-04:00,248.69000244140625
2023-08-07 10:23:00-04:00,248.6199951171875
2023-08-07 10:24:00-04:00,248.6199951171875
2023-08-07 10:25:00-04:00,248.70660400390625
2023-08-07 10:26:00-04:00,248.9600067138672
2023-08-07 10:27:00-04:00,248.3383026123047
